balancing_on,codneg,nomres,codcvm,doc_env,per_fim,shares_outstanding,net_debt,ebit,roic,market_cap,enterprise_value,earnings_yield,rank_final
2021-04-12,INTB3,INTELBRAS,25453,2021-04-07 12:23:04,2020-12-31,28.161111,-252.617,386.374,0.3539878647885915,613.34899758,360.73199758,1.0710832490381266,1
2021-04-12,CYRE3,CYRELA REALT,14460,2021-03-18 17:20:56,2020-12-31,399.743,861.104,2204.877,0.3169232059181463,10157.46963,11018.573629999999,0.20010548316315968,2
2021-04-12,MRFG3,MARFRIG,20788,2021-04-08 18:08:50,2020-12-31,711.369913,15742.128,7853.862,0.272166439640291,12932.70501834,28674.833018340003,0.27389390532725283,3
2021-04-12,JHSF3,JHSF PART,20605,2021-02-18 18:11:19,2020-12-31,684.810641,525.917,816.171,0.5179521829221974,4677.25667803,5203.173678030001,0.1568602261819972,4
2021-04-12,TASA4,TAURUS ARMAS,6173,2021-03-19 00:03:01,2020-12-31,96.129483,675.178,434.323,0.3995472544933757,2212.9006986599998,2888.0786986599996,0.15038475239664195,5
2021-04-12,BEEF3,MINERVA,20931,2021-02-25 19:55:11,2020-12-31,548.426499,5180.609,1793.773,0.1973378225185008,6120.4397288400005,11301.04872884,0.15872624240813465,6
2021-04-12,SEER3,SER EDUCA,23221,2021-03-26 00:46:01,2020-12-31,128.72156,-90.051,313.194,0.1546711103262707,1722.2944728000002,1632.2434728000003,0.19187946235909123,7
2021-04-12,LAVV3,LAVVI,25062,2021-03-18 17:52:55,2020-12-31,214.628652,-862.967,118.836,0.1839199896821395,1581.81316524,718.84616524,0.16531492514858784,8
2021-04-12,POSI3,POSITIVO TEC,20362,2021-03-17 17:19:12,2020-12-31,141.8,218.772,277.676,0.1579583836830664,1290.38,1509.152,0.18399472021373592,9
2021-04-12,RAPT4,RANDON PART,14109,2021-03-11 19:59:12,2020-12-31,345.776,1144.699,1014.44,0.1770189355392143,4871.98384,6016.6828399999995,0.16860453292565444,10
2021-04-12,PCAR3,P.ACUCAR-CBD,14826,2021-02-23 20:49:46,2020-12-31,268.352,440.0,2629.0,0.1404062145978313,9700.924799999999,10140.924799999999,0.25924657285694497,11
2021-04-12,PLPL3,PLANOEPLANO,25070,2021-03-25 18:12:41,2020-12-31,204.256,86.466,150.509,0.3137485865891791,1427.74944,1514.21544,0.09939734863620199,12
2021-04-12,ALLD3,ALLIED,25330,2021-03-01 19:30:34,2020-12-31,80.415,61.052,270.385,0.1497551691409898,1411.2832500000002,1472.33525,0.18364363686870908,13
2021-04-12,SMLS3,SMILES,24252,2021-03-08 22:42:32,2020-12-31,124.158953,-735.148,210.253,0.2255713449722032,2664.45113138,1929.3031313799997,0.10897872738619845,14
2021-04-12,ODPV3,ODONTOPREV,20125,2021-03-04 18:14:30,2020-12-31,531.294792,-736.846,514.863,0.7439776944347745,7076.8466294400005,6340.000629440001,0.0812086670164064,15
2021-04-12,JBSS3,JBS,20575,2021-03-24 19:20:51,2020-12-31,2623.373646,46226.962,20503.095,0.1510271695703758,84210.29403660001,130437.25603660001,0.15718741426335234,16
2021-04-12,LOGG3,LOG COM PROP,23272,2021-02-09 18:30:05,2020-12-31,102.159,346.808,250.749,1.561812519464341,2996.32347,3343.13147,0.07500422949265588,17
2021-04-12,MULT3,MULTIPLAN,20982,2021-02-11 18:28:05,2020-12-31,600.760875,1897.885,1146.45,1.3980968394600934,14099.85773625,15997.74273625,0.07166323517643572,18
2021-04-12,KEPL3,KEPLER WEBER,7870,2021-02-24 19:59:12,2020-12-31,26.312,-264.318,80.425,0.2338193511441975,1202.19528,937.8772799999999,0.08575215725451842,19
2021-04-12,ASAI3,ASSAI,25372,2021-03-01 20:32:48,2020-12-31,268.352,4299.0,2068.0,0.2762914979757084,20786.545919999997,25085.545919999997,0.08243791092268962,20
2021-04-12,BRAP4,BRADESPAR,18724,2021-03-25 06:59:54,2020-12-31,348.034,-62.563,1460.597,1.9260388886446915,23976.06226,23913.49926,0.06107834675802273,21
2021-04-12,CURY3,CURY S/A,25100,2021-03-22 18:42:16,2020-12-31,291.875088,-154.195,225.022,0.3219868876343106,2936.2633852800004,2782.0683852800003,0.08088298662628048,22
2021-04-12,VALE3,VALE,4170,2021-02-25 21:17:09,2020-12-31,5284.474,8003.529,52067.618,0.1925913499134209,545304.87206,553308.40106,0.09410234491334583,23
2021-04-12,EVEN3,EVEN,20524,2021-03-18 19:14:51,2020-12-31,212.0,-835.664,272.061,0.1109079229624651,2285.3599999999997,1449.6959999999997,0.1876676213495795,24
2021-04-12,TEND3,TENDA,21148,2021-03-11 19:14:53,2020-12-31,104.344,-148.337,264.648,0.1315471740743111,2869.46,2721.123,0.0972569045941694,25
2021-04-12,USIM5,USIMINAS,14320,2021-02-12 07:57:07,2020-12-31,1253.079108,1100.258,2928.465,0.1156284365563024,24272.14232196,25372.40032196,0.11541931243554406,26
2021-04-12,LOGN3,LOG-IN,20710,2021-03-09 18:00:19,2020-12-31,105.489191,680.432,192.76,0.1229913137631175,1638.24713623,2318.67913623,0.0831335379648145,27
2021-04-12,ENAT3,ENAUTA PART,22365,2021-04-05 08:29:18,2020-12-31,265.806905,-930.476,320.884,0.117797121698725,4579.852973149999,3649.3769731499992,0.08792843336297634,28
2021-04-12,GOAU4,GERDAU MET,8656,2021-02-24 08:18:57,2020-12-31,1087.243204,8402.538,5186.31,0.0883228342123004,15090.935671520003,23493.473671520005,0.22075534986923248,29
2021-04-12,SLCE3,SLC AGRICOLA,20745,2021-03-17 20:10:18,2020-12-31,190.595,813.23,780.93,0.1378077128542758,9255.2932,10068.5232,0.07756152362046502,30
2022-04-11,BRAP4,BRADESPAR,18724,2022-03-29 06:35:35,2021-12-31,393.097,-294.709,8017.274,33.133380338134,12846.409959999999,12551.700959999998,0.638740042130513,1
2022-04-11,ENAT3,ENAUTA PART,22365,2022-03-17 21:43:45,2021-12-31,265.806905,-2248.785,2114.632,0.7279940869853692,5778.642114699999,3529.8571146999993,0.5990701411662442,2
2022-04-11,CMIN3,CSNMINERACAO,25585,2022-03-09 20:33:03,2021-12-31,5485.838838,-6220.763,9469.498,0.9668223948616562,32092.157202299997,25871.394202299998,0.36602194400324006,3
2022-04-11,BRKM5,BRASKEM,4820,2022-03-16 19:43:41,2021-12-31,797.207834,22861.694,26043.547,0.5925803649024829,36137.43111522,58999.12511522,0.44142259650697,4
2022-04-11,USIM5,USIMINAS,14320,2022-02-11 07:52:46,2021-12-31,1253.079108,-723.972,11490.462,0.3395119960872226,16227.374448599998,15503.402448599998,0.7411574354787921,5
2022-04-11,GOAU4,GERDAU MET,8656,2022-02-23 07:39:32,2021-12-31,1087.243204,6484.661,20984.569,0.2961453789971498,12709.87305476,19194.53405476,1.093257535719972,6
2022-04-11,TASA4,TAURUS ARMAS,6173,2022-03-15 17:55:37,2021-12-31,118.099545,436.769,973.565,0.5402346232877863,2873.36192985,3310.13092985,0.29411676475411125,7
2022-04-11,VALE3,VALE,4170,2022-02-24 19:18:54,2021-12-31,5132.458,10472.0,141335.0,0.4716907953620315,482656.35031999997,493128.35031999997,0.2866089526353233,8
2022-04-11,GGBR4,GERDAU,3980,2022-02-23 07:39:08,2021-12-31,1719.658728,7252.827,21023.022,0.2969372390051887,50420.39390496,57673.22090496,0.36451964482170934,9
2022-04-11,MRFG3,MARFRIG,20788,2022-03-08 18:33:31,2021-12-31,691.369913,22568.0,12611.143,0.2994809438670385,15175.56959035,37743.56959035,0.3341269290868642,10
2022-04-11,CURY3,CURY S/A,25100,2022-03-24 16:23:07,2021-12-31,291.875088,-300.348,376.368,0.7193536317670294,2183.22565824,1882.87765824,0.19988977953660886,11
2022-04-11,LEVE3,METAL LEVE,8575,2022-03-28 17:45:22,2021-12-31,128.3085,-88.891,722.621,0.294054091713977,3037.0621950000004,2948.1711950000004,0.2451082220820626,12
2022-04-11,ALLD3,ALLIED,25330,2022-03-29 19:13:47,2021-12-31,93.221,-338.125,407.51,0.2291738525824988,1382.4674300000001,1044.3424300000001,0.3902072618077961,13
2022-04-11,JHSF3,JHSF PART,20605,2022-02-24 19:37:23,2021-12-31,686.224353,1099.498,1113.511,0.3678971634187951,4412.42258979,5511.920589789999,0.20201869418485655,14
2022-04-11,DEXP3,DEXXOS PAR,16632,2022-03-23 08:53:07,2021-12-31,94.013535,251.248,254.073,0.2304887613345373,714.502866,965.7508660000001,0.26308337786155295,15
2022-04-11,FESA4,FERBASA,3069,2022-03-04 18:20:09,2021-12-31,88.32,-196.923,800.842,0.2432118246004108,3887.8464,3690.9233999999997,0.21697605536869177,16
2022-04-11,EUCA4,EUCATEX,5770,2022-03-30 20:18:52,2021-12-31,92.619,380.81,549.721,0.1599137614145137,928.9685699999999,1309.77857,0.41970529415517926,17
2022-04-11,RANI3,IRANI,2429,2022-02-24 07:33:49,2021-12-31,256.72,386.053,435.824,0.2175619230873957,1653.2768000000003,2039.3298000000004,0.21370942551812852,18
2022-04-11,PARD3,IHPARDINI,24090,2022-02-10 20:22:26,2021-12-31,130.979,64.278,359.094,0.2528455980173661,2347.1436800000006,2411.4216800000004,0.14891381419445476,19
2022-04-11,JBSS3,JBS,20575,2022-03-21 18:41:00,2021-12-31,2373.86657,68033.65,32270.103,0.1842615070287206,91037.78295950001,159071.4329595,0.20286548250442962,20
2022-04-11,LAVV3,LAVVI,25062,2022-03-09 18:22:16,2021-12-31,208.191252,-464.271,176.563,0.1512203091584826,993.0722720399999,528.80127204,0.3338929184471483,21
2022-04-11,LOGG3,LOG COM PROP,23272,2022-02-08 18:45:25,2021-12-31,102.159,1060.141,413.701,0.8681415135733225,2743.99074,3804.1317400000003,0.10875043985726951,22
2022-04-11,PTBL3,PORTOBELLO,13773,2022-03-17 22:16:43,2021-12-31,147.53,572.674,288.741,0.2052477643640217,1313.017,1885.691,0.15312211809888257,23
2022-04-11,SLCE3,SLC AGRICOLA,20745,2022-03-15 23:58:48,2021-12-31,212.422599,2447.979,1913.367,0.2144321468681536,10293.99914754,12741.97814754,0.1501624769596234,24
2022-04-11,PDTC3,PADTEC,18414,2022-03-15 18:02:05,2021-12-31,78.45,20.339,55.339,0.2456599585676235,401.66400000000004,422.00300000000004,0.13113413885683275,25
2022-04-11,DXCO3,DEXCO,21091,2022-02-09 20:32:27,2021-12-31,760.963,2448.346,1891.392,0.1817425534423995,10021.88271,12470.22871,0.15167259911466371,26
2022-04-11,BEEF3,MINERVA,20931,2022-02-23 21:43:02,2021-12-31,606.700828,6102.696,2035.418,0.204877039542253,8251.131260799999,14353.827260799999,0.14180315556386022,27
2022-04-11,JALL3,JALLESMACHAD,25496,2021-06-23 08:15:11,2021-03-31,294.697091,707.215,519.708,0.1969868429364773,2890.9784627100003,3598.1934627100004,0.14443581352309467,28
2022-04-11,RAPT4,RANDON PART,14109,2022-02-24 19:36:51,2021-12-31,329.331,1812.935,1100.515,0.1428630519559833,3392.1093000000005,5205.0443000000005,0.21143239837555272,29
2022-04-11,MLAS3,MULTILASER,26034,2022-03-24 23:45:31,2021-12-31,820.539225,-362.409,778.478,0.144950056959272,4824.770643,4462.361643,0.1744542603850093,30
